"eyeD","targetRR","RR1","RR2","JRR","JDET","JLAM","JENTR","RAD1","RAD2","avgRR","JRR_RR","JRR_RR2"
2,1,8.91855437473861,0.999820306623689,0.0909725546196305,0.48944203607887,1.21661306111033,0.223718076065834,1,30.2202562969219,4.95918734068115,0.0183442464198449,0.00369904283900784
3,1,0.998370037958238,0.999820306623689,0.0114240461541642,0.66815144766147,0.779510022271715,0,0.550269353103258,30.2202562969219,0.999095172290963,0.0114343923091615,0.0114447478341248
2,2,2.02005886945833,1.99944978842298,0.0413072136554244,0.184785956267324,1.13951339698183,0,0.00823985227025831,44.0747561916189,2.00975432894065,0.0205533646877117,0.0102268045361273
3,2,1.99806312803233,1.99944978842298,0.0450855451785723,0.507900677200903,1.60835214446953,0,0.735039849988008,44.0747561916189,1.99875645822765,0.0225567977494121,0.0112854158176998
2,4,2.02005886945833,3.99845431892235,0.083988366046539,0.666464707664344,1.59042714328991,0,0.995854996109902,66.4399118203512,3.00925659419034,0.0279100048193586,0.00927471750771987
3,4,3.98245047698255,3.99845431892235,0.177187210284186,1.23492245835727,3.83041355542791,0.111474023452228,1.01398362068436,66.4399118203512,3.99045239795245,0.0444027876075161,0.011127256556249
2,8,8.91855437473861,7.99800270017127,0.729332478862175,3.92987964416536,9.45665445665446,0.170354739489619,1.00528335897091,107.666565486351,8.45827853745494,0.0862270585713802,0.0101943980905275
3,8,8.00001272165496,7.99800270017127,0.691294730531495,4.08906882591093,9.32922340817078,0.132285392142035,1.48310886375627,107.666565486351,7.99900771091311,0.0864225608369343,0.0108041602109006
2,16,14.9214199275184,15.9958145755181,2.43460671798794,11.0145003265839,22.7715218811234,0.330718444296916,1.99733163272464,194.288477926468,15.4586172515183,0.157491881607252,0.0101879669471592
3,16,15.999363917252,15.9958145755181,2.70202862690407,11.8655718563438,22.6831013766738,0.342024836959628,2.37161288649489,194.288477926468,15.9975892463851,0.168902238036562,0.0105579806704144
2,32,31.2182415810473,31.9920489656499,10.0983479340827,33.8698298798678,51.5482645327743,0.730089169531527,2.99765028618043,386.912338534312,31.6051452733486,0.319515947379564,0.0101096180579496
3,32,32.0015647635601,31.9920489656499,10.5970622518283,33.6465808877375,50.7174721546614,0.764969176846907,4.40595532745249,386.912338534312,31.996806864605,0.331191243447197,0.0103507592132127
2,64,64.1446324952413,63.9839579930953,41.097255461963,77.4677325091874,87.247391731796,1.57881677297474,6.08599341219781,903.538251119565,64.0642952441683,0.641500157073906,0.010013380380272
3,64,63.9777116605099,63.9839579930953,41.2596728308386,76.4126436863122,86.1067696329283,1.60355089226068,11.5198506943632,903.538251119565,63.9808348268026,0.644875499710645,0.0100791979575811
