RR,DET,DNRLINES,MDL,ADL,DENTR,LAM,AVL,MVL,VNRLINES,VENTR,radius,sample_id,system,coupling,RR_target
4.050586142224328,99.66289906801507,1154,469,8.710571923743501,0.2036422179842995,36.962125718818164,2.33,3,1600,0.6341786357122057,0.07812039109853657,1,1,0,4
3.9919518395508455,85.57344064386318,2046,38,4.157380254154448,1.4467058686063325,0,0,0,0,0,0.14438708627704575,1,2,0,4
0.20160561604170266,82.86852589641434,106,18,3.9245283018867925,1.2346310644744591,0,0,0,0,0,NA,1,j,0,4
4.050586142224328,99.66289906801507,1154,469,8.710571923743501,0.2036422179842995,36.962125718818164,2.33,3,1600,0.6341786357122057,0.07812039109853657,2,1,0.005,4
3.987935791422524,84.08862034239678,2098,30,3.9799809342230694,1.3951172419120834,0,0,0,0,0,0.12858430287422387,2,2,0.005,4
0.3084324962550351,87.76041666666666,150,18,4.493333333333333,1.4545102202121312,0,0,0,0,0,NA,2,j,0.005,4
4.050586142224328,99.66289906801507,1154,469,8.710571923743501,0.2036422179842995,36.962125718818164,2.33,3,1600,0.6341786357122057,0.07812039109853657,3,1,0.01,4
3.987935791422524,86.9889224572004,2238,24,3.8596961572832886,1.5684857174842837,0,0,0,0,0,0.21493554874809773,3,2,0.01,4
0.2706816438488199,84.56973293768546,126,16,4.523809523809524,1.7972150034739711,0,0,0,0,0,NA,3,j,0.01,4
4.050586142224328,99.66289906801507,1154,469,8.710571923743501,0.2036422179842995,36.962125718818164,2.33,3,1600,0.6341786357122057,0.07812039109853657,4,1,0.015,4
3.9951646780535017,89.34459187776437,2296,36,3.8710801393728222,1.6226244138163743,0,0,0,0,0,0.24240118726536927,4,2,0.015,4
0.2779105304797973,87.861271676300575,124,36,4.903225806451613,1.6815182928296006,0,0,0,0,0,NA,4,j,0.015,4
4.050586142224328,99.66289906801507,1154,469,8.710571923743501,0.2036422179842995,36.962125718818164,2.33,3,1600,0.6341786357122057,0.07812039109853657,5,1,0.02,4
3.9903454202995166,86.69484702093398,2304,32,3.7387152777777777,1.5113269963905986,0,0,0,0,0,0.2059598362160131,5,2,0.02,4
0.3100389155063634,89.11917098445595,150,32,4.586666666666667,1.5842629548486622,0,0,0,0,0,NA,5,j,0.02,4
4.050586142224328,99.66289906801507,1154,469,8.710571923743501,0.2036422179842995,36.962125718818164,2.33,3,1600,0.6341786357122057,0.07812039109853657,6,1,0.025,4
3.995967887679166,90.23115577889446,2036,36,4.409626719056974,1.8405039771627203,0,0,0,0,0,0.25419951672147034,6,2,0.025,4
1.2955771261962803,96.46621202727836,402,36,7.741293532338308,2.467439033730366,0,0,0,0,0,NA,6,j,0.025,4
4.050586142224328,99.66289906801507,1154,469,8.710571923743501,0.2036422179842995,36.962125718818164,2.33,3,1600,0.6341786357122057,0.07812039109853657,7,1,0.03,4
3.9951646780535017,90.36992360273422,2274,28,3.9533861037818823,1.7110371117003063,0,0,0,0,0,0.2485516989482048,7,2,0.03,4
0.27951694973112556,92.52873563218391,138,28,4.666666666666667,1.783871062342898,0,0,0,0,0,NA,7,j,0.03,4
4.050586142224328,99.66289906801507,1154,469,8.710571923743501,0.2036422179842995,36.962125718818164,2.33,3,1600,0.6341786357122057,0.07812039109853657,8,1,0.035,4
3.9927550491765094,93.80406356869845,2216,44,4.208483754512636,1.7269126111771804,0,0,0,0,0,0.2312568693153444,8,2,0.035,4
