RR,DET,DNRLINES,MDL,ADL,DENTR,LAM,AVL,MVL,VNRLINES,VENTR,radius,sample_id,method,system,coupling,RR_target
0,NA,0,0,0,NA,NA,0,0,0,NA,NA,24,MvJRQA,j,0.04,0.5
0.1368,100,18,53,19,1.8891591637540215,0,0,0,0,0,0.09,24,MdRQA,f,0.04,NA
0.1368,100,18,53,19,1.8891591637540215,0,NA,NA,NA,NA,0.09,24,MdRQA_crqa,f,0.04,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,25,MvJRQA,1,0.06,0.5
0.4968,100,12,253,103.5,1.791759469228055,79.54911433172302,2,2,494,-0,0.04387817300631464,25,MvJRQA,2,0.06,0.5
0,NA,0,0,0,NA,NA,0,0,0,NA,NA,25,MvJRQA,j,0.06,0.5
0.1384,100,18,53,19.22222222222222,2.0431918705451206,0,0,0,0,0,0.09,25,MdRQA,f,0.06,NA
0.1384,100,18,53,19.22222222222222,2.0431918705451206,0,NA,NA,NA,NA,0.09,25,MdRQA_crqa,f,0.06,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,26,MvJRQA,1,0.08,0.5
0.49119999999999997,99.8371335504886,16,236,76.625,2.0794415416798357,71.82410423452768,2,2,441,-0,0.04462920984958929,26,MvJRQA,2,0.08,0.5
0.0544,100,2,68,68,-0,0,0,0,0,0,NA,26,MvJRQA,j,0.08,0.5
0.1384,100,18,53,19.22222222222222,2.0431918705451206,0,0,0,0,0,0.09,26,MdRQA,f,0.08,NA
0.1384,100,18,53,19.22222222222222,2.0431918705451206,0,NA,NA,NA,NA,0.09,26,MdRQA_crqa,f,0.08,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,27,MvJRQA,1,0.1,0.5
0.49839999999999995,100,18,226,69.22222222222223,2.1972245773362196,77.44783306581058,2.0020746887966805,3,482,0.01488984657991331,0.04468714844041652,27,MvJRQA,2,0.1,0.5
0.0696,100,6,80,29,1.0986122886681096,0,0,0,0,0,NA,27,MvJRQA,j,0.1,0.5
0.1392,100,18,53,19.333333333333332,1.8891591637540215,0,0,0,0,0,0.09,27,MdRQA,f,0.1,NA
0.1392,100,18,53,19.333333333333332,1.8891591637540215,0,NA,NA,NA,NA,0.09,27,MdRQA_crqa,f,0.1,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,28,MvJRQA,1,0.12,0.5
0.492,100,20,218,61.5,2.3025850929940455,76.91056910569107,2.0042372881355934,3,472,0.027380127805790754,0.04468300863050102,28,MvJRQA,2,0.12,0.5
0.07680000000000001,100,6,84,32,1.0986122886681096,0,0,0,0,0,NA,28,MvJRQA,j,0.12,0.5
0.1392,100,18,53,19.333333333333332,1.8891591637540215,0,0,0,0,0,0.09,28,MdRQA,f,0.12,NA
0.1392,100,18,53,19.333333333333332,1.8891591637540215,0,NA,NA,NA,NA,0.09,28,MdRQA_crqa,f,0.12,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,29,MvJRQA,1,0.14,0.5
0.5064,100,24,164,52.75,2.4849066497880004,64.6129541864139,2.0049019607843137,3,408,0.030959142150673094,0.04477786423987241,29,MvJRQA,2,0.14,0.5
0.1096,100,10,91,27.4,1.6094379124341005,0,0,0,0,0,NA,29,MvJRQA,j,0.14,0.5
0.1392,100,18,53,19.333333333333332,1.8891591637540215,0,0,0,0,0,0.09,29,MdRQA,f,0.14,NA
0.1392,100,18,53,19.333333333333332,1.8891591637540215,0,NA,NA,NA,NA,0.09,29,MdRQA_crqa,f,0.14,NA
