RR,DET,DNRLINES,MDL,ADL,DENTR,LAM,AVL,MVL,VNRLINES,VENTR,radius,sample_id,method,system,coupling,RR_target
6.199975100501605,92.93949993522477,2212,469,6.486437613019891,0.7988699956600958,65.15092628578832,3.736255572065379,5,2692,1.0570633844713395,0.1611293885407843,1,MvJRQA,1,0,6
5.987124549700604,90.03219747786423,3014,34,4.453218314532183,1.690182632248618,0,0,0,0,0,0.23991893498749556,1,MvJRQA,2,0,6
0.46505837325954513,87.56476683937824,292,18,3.4726027397260273,1.1034472370099573,0,0,0,0,0,NA,1,MvJRQA,j,0,6
0.8754984919739278,89.72477064220183,564,30,3.4680851063829787,1.4387345531057227,0,0,0,0,0,0.75,1,MdRQA,f,0,NA
6.199975100501605,92.93949993522477,2212,469,6.486437613019891,0.7988699956600958,65.15092628578832,3.736255572065379,5,2692,1.0570633844713395,0.1611293885407843,2,MvJRQA,1,0.002,6
5.983911711197947,92.63087248322147,3116,38,4.429396662387677,1.7416189504852475,0,0,0,0,0,0.2707687773203176,2,MvJRQA,2,0.002,6
0.49798996791177547,87.58064516129032,302,26,3.596026490066225,1.116148016264613,0,0,0,0,0,NA,2,MvJRQA,j,0.002,6
0.8104385122951313,88.10703666997026,506,26,3.513833992094862,1.5188488357358083,0,0,0,0,0,0.75,2,MdRQA,f,0.002,NA
6.199975100501605,92.93949993522477,2212,469,6.486437613019891,0.7988699956600958,65.15092628578832,3.736255572065379,5,2692,1.0570633844713395,0.1611293885407843,3,MvJRQA,1,0.004,6
5.985518130449275,88.40579710144928,2994,36,4.400801603206413,1.7299321376619612,0,0,0,0,0,0.2093282978114937,3,MvJRQA,2,0.004,6
0.44337171336661296,83.51449275362319,278,18,3.316546762589928,1.0375098002619332,0,0,0,0,0,NA,3,MvJRQA,j,0.004,6
0.8899562652358827,89.16967509025271,542,19,3.6457564575645756,1.5119270350825267,0,0,0,0,0,0.75,3,MdRQA,f,0.004,NA
6.199975100501605,92.93949993522477,2212,469,6.486437613019891,0.7988699956600958,65.15092628578832,3.736255572065379,5,2692,1.0570633844713395,0.1611293885407843,4,MvJRQA,1,0.006,6
5.987927759326268,90.47619047619048,3064,51,4.402741514360313,1.6835558182678467,0,0,0,0,0,0.25812742326071836,4,MvJRQA,2,0.006,6
0.46907442138786587,86.47260273972603,258,51,3.9147286821705425,1.1419546816956012,0,0,0,0,0,NA,4,MvJRQA,j,0.006,6
0.8803177497279128,87.40875912408758,562,18,3.409252669039146,1.4219345787197617,0,0,0,0,0,0.75,4,MdRQA,f,0.006,NA
