RR,DET,DNRLINES,MDL,ADL,DENTR,LAM,AVL,MVL,VNRLINES,VENTR,radius,sample_id,system,coupling,RR_target
3.5734796245798206,87.7500561924028,32,469,244,2.772588722239781,23.016408181613844,2,2,1024,-0,0.06867917689351605,1,1,0,4
3.9927550491765094,94.18628042647354,1162,64,8.058519793459553,2.639316792796984,0,0,0,0,0,0.045353348965029384,1,2,0,4
0.3349384139019522,95.92326139088729,96,46,8.333333333333334,2.292006006985079,0,0,0,0,0,NA,1,j,0,4
3.5734796245798206,87.7500561924028,32,469,244,2.772588722239781,23.016408181613844,2,2,1024,-0,0.06867917689351605,2,1,0.02,4
3.9903454202995166,93.67954911433173,762,246,12.215223097112862,1.4997048533809219,0,0,0,0,0,0.140389528191415,2,2,0.02,4
2.9718756149573697,100,100,246,74,2.844305326698263,0,0,0,0,0,NA,2,j,0.02,4
3.5734796245798206,87.7500561924028,32,469,244,2.772588722239781,23.016408181613844,2,2,1024,-0,0.06867917689351605,3,1,0.04,4
3.994361468427838,91.5141765533883,1692,49,5.379432624113475,2.1723760068153273,0,0,0,0,0,0.11738299939988081,3,2,0.04,4
0.6514030064136289,98.27373612823675,124,49,12.85483870967742,2.784733358484792,0,0,0,0,0,NA,3,j,0.04,4
3.5734796245798206,87.7500561924028,32,469,244,2.772588722239781,23.016408181613844,2,2,1024,-0,0.06867917689351605,4,1,0.08,4
3.994361468427838,97.60707822240097,982,469,9.885947046843178,0.23397053936996945,0,0,0,0,0,0.07981437313823124,4,2,0.08,4
3.1357303785928567,100,32,469,244,2.772588722239781,0,0,0,0,0,NA,4,j,0.08,4
5.76222585451464,84.80624477279063,1122,469,10.844919786096257,0.2086366665004717,58.24505157513242,3.1824067022086826,5,2626,1.3301612707055575,0.17442426516384807,5,1,0,6
5.987927759326268,91.67002012072435,1704,64,8.02112676056338,2.5145177239298278,0,0,0,0,0,0.07182577870112708,5,2,0,6
0.5309215625640058,85.77912254160364,130,48,8.723076923076922,2.450143087436599,0,0,0,0,0,NA,5,j,0,6
5.76222585451464,84.80624477279063,1122,469,10.844919786096257,0.2086366665004717,58.24505157513242,3.1824067022086826,5,2626,1.3301612707055575,0.17442426516384807,6,1,0.02,6
5.985518130449275,88.94256575415996,1260,461,10.52063492063492,1.9747034051047316,0,0,0,0,0,0.1741336919827128,6,2,0.02,6
3.036132385010502,99.86772486772487,56,461,134.82142857142858,2.966943486189354,0,0,0,0,0,NA,6,j,0.02,6
5.76222585451464,84.80624477279063,1122,469,10.844919786096257,0.2086366665004717,58.24505157513242,3.1824067022086826,5,2626,1.3301612707055575,0.17442426516384807,7,1,0.04,6
5.994353436331581,92.25512528473804,2348,59,5.8645655877342415,2.2731709944665868,0,0,0,0,0,0.1554974873436142,7,2,0.04,6
0.8578278802093164,85.2059925093633,154,59,11.818181818181818,2.4138746120166332,0,0,0,0,0,NA,7,j,0.04,6
5.76222585451464,84.80624477279063,1122,469,10.844919786096257,0.2086366665004717,58.24505157513242,3.1824067022086826,5,2626,1.3301612707055575,0.17442426516384807,8,1,0.08,6
5.908410006385516,96.28874388254486,1188,469,11.924242424242424,0.8730836531522311,0,0,0,0,0,0.1946669909339809,8,2,0.08,6
3.1357303785928567,100,32,469,244,2.772588722239781,0,0,0,0,0,NA,8,j,0.08,6
9.714820422407943,86.3497312939231,3302,469,6.325863113264688,1.1694121711918397,81.31045886730054,4.051287332646756,7,4855,1.4935824798785162,0.28758178976515014,9,1,0,10
9.979076389251448,90.02736638763683,2626,69,8.518659558263519,2.603488285204972,0,0,0,0,0,0.11937349414558705,9,2,0,10
1.1236902663041515,76.19728377412437,350,62,6.091428571428572,1.8841915672554164,0,0,0,0,0,NA,9,j,0,10
9.714820422407943,86.3497312939231,3302,469,6.325863113264688,1.1694121711918397,81.31045886730054,4.051287332646756,7,4855,1.4935824798785162,0.28758178976515014,10,1,0.02,10
9.979076389251448,95.3718609143593,2860,464,8.286013986013986,1.6241850590729972,0,0,0,0,0,0.26392958818271095,10,2,0.02,10
3.1791036983787215,96.6144517433047,32,464,239,2.772588722239781,0,0,0,0,0,NA,10,j,0.02,10
9.714820422407943,86.3497312939231,3302,469,6.325863113264688,1.1694121711918397,81.31045886730054,4.051287332646756,7,4855,1.4935824798785162,0.28758178976515014,11,1,0.04,10
9.983092437379769,94.77029527717436,3414,74,6.900410076157001,2.503488622310281,0,0,0,0,0,0.22432555334388252,11,2,0.04,10
1.6160577668362777,80.11928429423459,514,74,6.272373540856031,1.6070699393868997,0,0,0,0,0,NA,11,j,0.04,10
9.714820422407943,86.3497312939231,3302,469,6.325863113264688,1.1694121711918397,81.31045886730054,4.051287332646756,7,4855,1.4935824798785162,0.28758178976515014,12,1,0.08,10
9.979076389251448,92.89278815196394,3334,469,6.923215356928615,0.9623813797083673,0,0,0,0,0,0.31528747214767483,12,2,0.08,10
3.5734796245798206,87.7500561924028,32,469,244,2.772588722239781,0,0,0,0,0,NA,12,j,0.08,10
19.514781065136287,86.1458676325321,5548,498,7.545061283345349,1.4661956667479994,92.75806717155088,4.589451176051319,9,9821,1.266322523472321,0.4765096521793388,13,1,0,20
19.95654635925157,97.83466151493198,4690,118,10.365884861407249,2.4282539890817407,0,0,0,0,0,0.2890011712327579,13,2,0,20
3.5397448203019266,71.59065123666893,1182,78,5.338409475465313,1.8271409578766793,0,0,0,0,0,NA,13,j,0,20
19.514781065136287,86.1458676325321,5548,498,7.545061283345349,1.4661956667479994,92.75806717155088,4.589451176051319,9,9821,1.266322523472321,0.4765096521793388,14,1,0.02,20
19.957349568877234,96.03976335171248,4098,467,11.646168862859932,2.3741179163238106,0,0,0,0,0,0.450251871570362,14,2,0.02,20
4.724479018156553,80.89085345120706,624,467,15.25,0.382879002044443,0,0,0,0,0,NA,14,j,0.02,20
19.514781065136287,86.1458676325321,5548,498,7.545061283345349,1.4661956667479994,92.75806717155088,4.589451176051319,9,9821,1.266322523472321,0.4765096521793388,15,1,0.04,20
19.967791294010865,97.83588093322606,3932,78,12.371312309257375,3.1770756220042107,0,0,0,0,0,0.43616486156977563,15,2,0.04,20
3.9951646780535017,76.03538399678327,1364,78,5.545454545454546,1.6252774058843464,0,0,0,0,0,NA,15,j,0.04,20
19.514781065136287,86.1458676325321,5548,498,7.545061283345349,1.4661956667479994,92.75806717155088,4.589451176051319,9,9821,1.266322523472321,0.4765096521793388,16,1,0.08,20
19.96457845550821,96.43949147087223,3752,469,12.77771855010661,1.917049809843599,0,0,0,0,0,0.5687484495168768,16,2,0.08,20
6.292344207452983,85.46081184580035,1700,469,7.8764705882352946,0.7787356777714669,0,0,0,0,0,NA,16,j,0.08,20
40.07694748213863,99.9318582651916,14172,498,7.036692068868191,1.709759473068358,99.96492704826038,8.888621580682527,15,11223,2.0677433778228678,1.1060629672319946,17,1,0,40
39.902650993369505,99.79266893455987,7650,495,12.961045751633987,1.69039573455928,0,0,0,0,0,1.058643817960558,17,2,0,40
16.326038851249596,97.85496408540784,7252,471,5.485383342526199,1.6279791334833478,0,0,0,0,0,NA,17,j,0,40
40.07694748213863,99.9318582651916,14172,498,7.036692068868191,1.709759473068358,99.96492704826038,8.888621580682527,15,11223,2.0677433778228678,1.1060629672319946,18,1,0.02,40
39.91871518588279,99.36819654319,6776,469,14.576446280991735,2.657420273990279,0,0,0,0,0,0.9190342088086261,18,2,0.02,40
16.620013574242673,97.39996133771506,7690,469,5.241612483745123,1.5774439216727358,0,0,0,0,0,NA,18,j,0.02,40
40.07694748213863,99.9318582651916,14172,498,7.036692068868191,1.709759473068358,99.96492704826038,8.888621580682527,15,11223,2.0677433778228678,1.1060629672319946,19,1,0.04,40
39.93959863615005,99.47310206133736,5264,148,18.792933130699087,3.5578484654209355,0,0,0,0,0,1.018106598715376,19,2,0.04,40
16.191902843763682,98.5316731980753,6160,120,6.449025974025973,1.7508367856113667,0,0,0,0,0,NA,19,j,0.04,40
